LeftHand,RightHand,Support,Confidence,Lift
"('Class / 2',)","('university / 400.1-450.05', 'transportation / 49.85-80.0', 'non-essential / 490.0-619.0')",0.013052208835341365,0.065,3.237
"('Class / 2',)","('transportation / 49.85-80.0', 'university / 450.05-500.0', 'non-essential / 490.0-619.0')",0.01104417670682731,0.055,3.4237500000000005
"('Class / 3',)","('income / 1334.0-1721.0', 'housing / 400.401-520.8', 'food / 160.0-220.0')",0.01104417670682731,0.06832298136645962,4.860692102928128
"('Class / 3',)","('food / 220.0-280.0', 'health / 199.6-248.8', 'housing / 400.401-520.8')",0.010040160642570281,0.06211180124223602,3.6390208257215924
"('Class / 3',)","('food / 99.7-160.0', 'health / 199.6-248.8', 'housing / 400.401-520.8')",0.012048192771084338,0.07453416149068323,6.186335403726708
"('Class / 3',)","('food / 99.7-160.0', 'health / 199.6-248.8', 'non-essential / 490.0-619.0')",0.01104417670682731,0.06832298136645962,3.402484472049689
"('Class / 3',)","('food / 99.7-160.0', 'housing / 400.401-520.8', 'income / 1721.0-2108.0')",0.01104417670682731,0.06832298136645962,4.860692102928128
"('Class / 3',)","('food / 99.7-160.0', 'housing / 400.401-520.8', 'non-essential / 490.0-619.0')",0.018072289156626505,0.11180124223602483,5.860738803530564
"('Class / 3',)","('food / 99.7-160.0', 'housing / 400.401-520.8', 'transportation / 140.0-170.0')",0.013052208835341365,0.08074534161490682,6.186335403726708
"('Class / 3',)","('food / 99.7-160.0', 'housing / 400.401-520.8', 'transportation / 170.0-200.0')",0.010040160642570281,0.06211180124223602,6.186335403726708
"('Class / 3',)","('food / 99.7-160.0', 'transportation / 110.0-140.0', 'non-essential / 490.0-619.0')",0.01104417670682731,0.06832298136645962,3.5815626021575673
"('Class / 3',)","('housing / 400.401-520.8', 'transportation / 170.0-200.0', 'health / 150.4-199.6')",0.010040160642570281,0.06211180124223602,4.418811002661934
"('Class / 3',)","('health / 199.6-248.8', 'housing / 400.401-520.8', 'transportation / 140.0-170.0')",0.010040160642570281,0.06211180124223602,4.124223602484472
"('Class / 3',)","('health / 199.6-248.8', 'housing / 400.401-520.8', 'transportation / 170.0-200.0')",0.01104417670682731,0.06832298136645962,4.536645962732918
"('Class / 3',)","('health / 199.6-248.8', 'housing / 400.401-520.8', 'university / 350.15-400.1')",0.010040160642570281,0.06211180124223602,4.418811002661934
"('Class / 3',)","('income / 1334.0-1721.0', 'housing / 400.401-520.8', 'non-essential / 490.0-619.0')",0.014056224899598393,0.08695652173913043,3.207729468599034
"('Class / 3',)","('income / 1334.0-1721.0', 'housing / 400.401-520.8', 'transportation / 140.0-170.0')",0.013052208835341365,0.08074534161490682,3.6555618294748724
"('Class / 3',)","('income / 1334.0-1721.0', 'housing / 400.401-520.8', 'transportation / 170.0-200.0')",0.010040160642570281,0.06211180124223602,4.418811002661934
"('Class / 3',)","('non-essential / 361.0-490.0', 'housing / 400.401-520.8', 'transportation / 170.0-200.0')",0.01104417670682731,0.06832298136645962,4.860692102928128
"('Class / 3',)","('housing / 400.401-520.8', 'transportation / 110.0-140.0', 'non-essential / 490.0-619.0')",0.012048192771084338,0.07453416149068323,3.711801242236025
"('Class / 3',)","('housing / 400.401-520.8', 'transportation / 140.0-170.0', 'non-essential / 490.0-619.0')",0.013052208835341365,0.08074534161490682,3.6555618294748724
"('Class / 3',)","('housing / 400.401-520.8', 'transportation / 170.0-200.0', 'non-essential / 490.0-619.0')",0.010040160642570281,0.06211180124223602,4.124223602484472
"('Class / 3',)","('housing / 400.401-520.8', 'university / 350.15-400.1', 'non-essential / 490.0-619.0')",0.010040160642570281,0.06211180124223602,4.124223602484472
"('Class / 3',)","('housing / 400.401-520.8', 'university / 400.1-450.05', 'non-essential / 490.0-619.0')",0.010040160642570281,0.06211180124223602,3.436853002070393
"('Class / 3',)","('housing / 400.401-520.8', 'transportation / 140.0-170.0', 'university / 350.15-400.1')",0.012048192771084338,0.07453416149068323,5.302573203194322
"('Class / 3',)","('income / 1334.0-1721.0', 'transportation / 140.0-170.0', 'non-essential / 490.0-619.0')",0.01104417670682731,0.06832298136645962,3.2404614019520848
"('Class / 4',)","('non-essential / 361.0-490.0', 'housing / 400.401-520.8', 'food / 280.0-340.0')",0.010040160642570281,0.07575757575757575,4.4385026737967905
"('Class / 4',)","('housing / 400.401-520.8', 'food / 280.0-340.0', 'university / 250.0-300.2')",0.01104417670682731,0.08333333333333333,7.545454545454545
"('Class / 4',)","('housing / 400.401-520.8', 'food / 340.0-400.0', 'health / 150.4-199.6')",0.014056224899598393,0.10606060606060605,5.03030303030303
"('Class / 4',)","('health / 199.6-248.8', 'housing / 400.401-520.8', 'food / 340.0-400.0')",0.010040160642570281,0.07575757575757575,5.030303030303029
"('Class / 4',)","('income / 1334.0-1721.0', 'housing / 400.401-520.8', 'food / 340.0-400.0')",0.013052208835341365,0.09848484848484847,4.67099567099567
"('Class / 4',)","('housing / 400.401-520.8', 'food / 340.0-400.0', 'non-essential / 490.0-619.0')",0.024096385542168676,0.18181818181818182,5.4876033057851235
"('Class / 4',)","('transportation / 80.0-110.0', 'housing / 400.401-520.8', 'food / 340.0-400.0')",0.014056224899598393,0.10606060606060605,6.6022727272727275
"('Class / 4',)","('housing / 400.401-520.8', 'food / 340.0-400.0', 'university / 250.0-300.2')",0.01104417670682731,0.08333333333333333,7.545454545454545
"('Class / 4',)","('housing / 400.401-520.8', 'food / 340.0-400.0', 'university / 300.2-350.15')",0.019076305220883535,0.14393939393939395,7.168181818181819
"('Class / 4',)","('income / 1334.0-1721.0', 'food / 340.0-400.0', 'transportation / 80.0-110.0')",0.010040160642570281,0.07575757575757575,4.191919191919191
"('Class / 4',)","('income / 947.0-1334.0', 'food / 340.0-400.0', 'non-essential / 490.0-619.0')",0.010040160642570281,0.07575757575757575,3.2806324110671934
